sentiment,id,user,text
Positive,1978815926,jamesaitken,@sourpatchkelly happy birthday 
Negative,1881586802,vamplien,i'm missing out on cradle of filth right now 
Positive,1966412442,ntcasti,@mlcastil Congratulations!  You should now have an egg mcmuffin to celebrate.  
Negative,2220643188,KirstyBurgoine,@laurakalbag Sounds like you are having a bad day! 
Positive,1999569632,FrostingJewelry,@happy_chap Thanks for researching this for me 
Negative,1882518452,julianewcombe,I haven't been on this ina while so though i would come type something today. Had a maths exam c2  Was amazingly hard...so yeah.Good times
Positive,2014560197,Goodintentiionz,we're gettng closer to Friday.Is it wierd dat part of my happiness is dt ill finally have time to read my new book???..nerding it out 
Positive,2175309776,WParenthetical,"@mimbles how lovely  I wish I could do the same, but sooo far behind."
Positive,1563991910,ggiraudy,@notsooglam lol. Ok I'll do that. Don't worry this year u might have a chance to make back some of that $ u've lost  hopefully
Positive,1982998727,WildPaw,@snowleopardess wow go Poppy a career beckons... 
Negative,2205345678,ungracefulgirl,I'll miss my new macbook pro while I'm at work.  
Negative,1978625234,chriiisstian,Is leavin for La tmo for 2 weeks. No phone 
Negative,1694123676,parisandparadox,"Feels sick!  I want to eat pancakes, brinner forever!"
Negative,2243773384,robin5183,No Nadal at this year's Wimbledon...sad.....was so looking forward to Roger beating him at the finals 
Positive,2175887283,idam17,"@momentumband lol yeah, got a pic of him in my locker and i turned around and was like OMG!!! haha, thanx so much.  xx"
Negative,1990865991,kizzib,@HearingDogs I really wanna go to the summer fayre but have other plans  please post lots of piccies
Negative,2193595205,jeffthebean,Morning...done my routine...ready for class...and 722 tonight...gonna be sad to see Scotty go...and this is his last service here.   
Negative,2258809782,amyroseprincess,"really horrible mood  i feel worthless and ugly, what's going on!?"
Negative,1985817688,lexatadz,I wish I knew how to make the background work on my twitter 
Positive,1559874048,pegasussoaps,@MoonDance4me One of my favs  too. Just made some for myself so I decided to make some for my Etsy shop 
Positive,2014814629,pryankaa,@lihkin try after a month again..she's so new rite now 
Negative,1974644593,charly_murg,it's starting to look like this is my saturday night innit really  fucking brilliant
Negative,2015232934,karinb_za,@dexteraddict Where be you...  *lonely*
Negative,2016813824,gewoonlianne,@cartoonmoney yeah I will  first book is the film version though 
Negative,1986542429,JaneKarrie,"Today was such a drag! Get better craig, I luv u... "
Positive,2180697508,Eiwen,@ummm_Stacy are you outside? As long as you can hang on-line you have company! 
Positive,1979561866,TeenForumz,Whats your favourite colour? 
Positive,1970986908,Itzike,@yosit ??? ????? ??? ???? ???????? 
Positive,1548699913,SJFlynn,Happy Gilmore is on 
Positive,2175109991,mercurio3,Good night Twitters. time for bed. See you all tomorrow.   @JaiFierce @VegasMartin @Amador323 @Oiram16 @innavoigR
Negative,1836270035,MakeupBag,@BionicBeauty Were you sick? 
Negative,1881322686,Xiporah,I have a cat hair caught in #mypenis and it's watering up and all red and puffy now. 
Positive,1978834863,SallytheShizzle,@OfficialAS nawww  ily!!   i have a class tomorrow but only for an hour 
Negative,1573572084,oz86,has been tricked into seeing 17 again  lol
Positive,1680774953,sprinkleton,@Lenore_lolita: http://sucreriemag.com/ You may wanna check this out... Its SO YOU! 
Negative,1984029518,bp0203,Ex boyfriends suck  -pete! the alien-
Negative,2226051868,lucyak,@caryAK I surrendered today also  It has a hold on me!!
Positive,1957593903,AmyMov,Yay!!! My new phone arrived this morning! Its gorgeous 
Negative,2297034216,luxlibson,@vintagespill &amp; I WONT BE IN TOWN. ugh no It's Tops adventure II  come back for good neow.
Negative,1964556097,aprizzle,sighs. where's my candy 
Positive,2059982447,flattsfan_33,Leaving the lake Thankfully! Got a huge headache and just wanna be home But on the bright side i getta go to church cuz i'll be home! 
Negative,2242949187,caleighmckenna,ugh. almost done with my first 8 hrs of work. 4 more left. wish I could just be with nateypoo. 
Positive,1794955573,kdk19,@luckee13 go luckee!  have fun keep us updated and remember those poker tips! 
Positive,1989610696,ITXL,New viral ecommerce social network available this week.. never pay retail again..will post info sooooon 
Negative,2213500480,sssimone,"all i see is rain for the next 10 days!    I might have to do a dance or something, see if I can turn it around!"
Negative,1979675012,josordoni,"@JGONeill yeah, that ones a real bummer.. "
Negative,2325638723,RobynEales,@tinchystryder I Really Wanted To Go To Glastonbury But All The Tickets Went  Dont Get To Watch You  Your Amazin....Love Youu xxxxx
Positive,1971529339,the_nikster,@LauraR_ hey there bday girl! did u open your present yet? 
Positive,1834185361,tophatdog,"I promised myself that today I would go to bed BEFORE it gets light outside, want to see Scooter early as possible "
Negative,2297954331,_mareike_,i miss you!! 
Positive,2014242992,kimalojado,@treaclelove Wow. I Guess That's Amazing 
Positive,2046979434,AlwaysHD,@elizabethash And please do consider AlwaysHD for any stock footage needs you have as well 
Positive,1696218186,OHMYDAYSitsHayz,need more songs to download. suggestions? ill take anything 
Negative,2302443493,IrunsNY,@dsthestar1121 hey baby...who got u all upset  smile boo
Negative,2326647361,roxylov3r,working @ the nailsalon 
Negative,1755499739,Relene,i have a bad boo boo paper cut on my finger 
Positive,2174491372,benjern,@vanillasuicide haha... Don't be like that lar... We've got meeting right after Mah... 
Positive,1979273321,Anduina,A propos &quot;strawberry&quot; ? http://twitpic.com/6bod0 - They're delicious 
Negative,1880561483,MiniMinscom,Only 1lb lost: I am so fed up that today's weigh in was so bad  I lost 1lb.  I know I should be pleased it's 1lb http://tinyurl.com/o3mwcr
Positive,1979465158,miguelstil,@andreisava are you on BusinessWeek.com too? I'd like to add you to my network. 
Positive,2003293593,mlharr,"@taylorswift13 http://twitpic.com/6g790 - Yeah, but lipstick &amp; shades will make up for it!  UR Pretty anyway...no worries!"
Negative,1967636430,austila,@nuser your ass should be hanging out with me! 
Negative,2202308702,nicole_brom,how is it possible to go from a complete high to a complete low all in only a couple of minutes????? 
Negative,2327635353,paulszuter,Having a very bad day... and it's only 11:35am 
Positive,2190595890,litebriteac,goodnite twitt world.. bebacklater 
Negative,2288531705,famsy,"Trying to promote my article, sadly with little success this time  http://www.fnatic.com/articles/565/Motivation.html"
Positive,2013816753,RachelBuggy,@Trishayy i love when that stuff happens 
Negative,1759110639,springxnicht44,"school tomorrow, with performing. (: &lt;3 I wish Harmonuium won't come to an end. "
Positive,2044631489,Twitr_Bob,@0BXMUDM0MMA: yes its working 
Positive,2014546727,KekeYako,"@mitchelmusso you album is not out here yet bt i hear great things about it,cnt wait for it "
Positive,2055401387,mizwrite,"@jaypers @jenniholbrook Not sure about the gore, but enjoy the rest.  Snappy dialoge is what's in short supply these days. Love it."
Positive,1974625637,Ms_Nicholson,Hey followers!! Follow @KizEnt cuz I said so 
Positive,1960821032,OakleyAftrHours,@goodthingslisa Thanks for the #followfriday !  See you for the Salsa dance party tonight on Brazee? Beautiful night for it! 
Negative,2182887853,Flounder__,"@Charlabina I miss you so much! I have no credit so I couldn't reply  I need to see you soon! After Friday i'm free, meet up ;)? Ly! Xxxxx"
Positive,2069322256,kiyo21,"@nokiamobiletalk be sure to tweak the settings &amp; keypad shortcuts. like jbak taskman, this app is at its best only when properly set up "
Positive,2004963012,moui,@CarlWeaver so you might have change the environment. let's come to thailand. 
Positive,2017817198,otherinbox,"Give us your feedback, we are listening! We love the good and fix the bad. "
Negative,2212775359,AlBooqie,http://twitpic.com/7nkyg - i remember when jordans was poppin 
Positive,1677750045,DanBrusca,@serafinowicz http://twitpic.com/4e9lm - The woman on the right is a friend of mine 
Negative,2054237078,AyNayNay,Going shopping...I need something to wear 4 2nite...UGH I hate shopping! 
Positive,1468712561,stargirlxo,@tommcfly it's the best one 
Positive,2176669886,hyperjetrod,@JayLink_ #deathandtaxes#musicmonday LA Rockers play hard 
Negative,2044303152,IamSpectacular,On my way to the airport!!! No jet today  I hate TSA!!!!
Negative,1985365140,MrStusticles,@Transmecharian Sweating just sat here with my window open 
Negative,2246934320,animaljessica,@andifoo well sometimes that is for the best! 
Positive,2055401401,Hildisha,"I am @ Work :s on saturday,Love ya'll "
Negative,1999180314,cheran1,@flinndc I wanna picture. Pout     lol
Positive,1565876921,katyvbechtle,Need prayers 4 my disfunctonal family. Ya'll have a good day 
Positive,1993414973,sentoplene,@gskinner The icon looks cool. Goes really well with my black desktop 
Positive,2060402836,alpha1736,@warmdaddys getting eat on...  
Negative,2264566282,jampoot,I can't get science in my head so boring 
Negative,2056488430,rachelnudge,Of course I would be sick on a weekend off. 
Negative,2186314458,paolaroblesgil,@Zumbita do more unsalted and mix... or throw away 
Positive,1556985458,snxy,@S_rass what fb group?  #asot400
Negative,2003183823,LuckieStarZ,I'm feeling unloved @TheFreshManX 
Negative,1554045699,Will2514,just watched Ole Miss lose today  ..........Got to win tomorrow
Negative,2235322598,Mimi0507,Im doing nothing right now.. I want to get some sleep.. 
Positive,1963552496,canngummo,idk if he is!!!! hahahahaha  see you soon!&lt;3
Negative,1997285567,savorycade,Or not... Can't even get inside to sign in 
Negative,1825555692,TrevorDikes,The gui of the software used in the movies is so awesome. Wish our work s/w looked like that 
Negative,2068152200,usagiko,"So, depending on what the diagnosis is, we may not go to the movies after all.  But she needs to feel better. Bawww, mommy. "
Negative,2215005636,llaffer2,@dasme I'm still waiting for 2 updates and a third app to be reviewed and released.   Hate the wait.
Negative,2252369598,ManuelStanislao,@thelittleidiot  #Teany i'm really sorry for what happened to Teany last night. 
Negative,1961577119,GiselleMonique,God I HATE scary movies. They are not fun at all. I'm such a wimpy. 
Negative,2225546331,Crystalynne1,"Don't know what the weather is like through there, but here its both blue skies, sunny, extremely windy with rain "
Positive,1752870477,danisach,Planning tomorrow's special breakfast Ima cook for mom  she's gona get so happy 
Positive,1834261461,laineelang,realized that most of the emails I sent out today contained the words &quot;I'm sorry&quot; 
Negative,2230805950,Kelsie_love,He already has a job in Midland...I'm totally broken now 
Negative,1822455820,MiSsFiLm,it's gonna be one of the saddest day in my life. &lt;/3 
Negative,1976083066,just_ma,@TheRealJordin you're here in DC?! Ugh! I didn't even know  I wanna be Cinderella now so I can see you live! http://myloc.me/28e6
Positive,2071970684,jwtodd,@frostola @MichelleRafter not sure 'bout that but i do have a deep interest in where-we-are-going and a motivation to get-there-faster 
Positive,1793705793,fcoehoorn,"Ya, positive reaction on my job application!  But now an interview by phone? Never did one of those... I prefer real life interviews tbh."
Negative,2178667681,eratyptin,@the__fragile   I can imagine..well if she was suffering from cancer..she is now at peace and in a better place...I know u miss her though
Negative,1970154815,BabeNatasha,Good Night Twitter Nation. Have To Be Up In A Couple Of Hours  But Couldnt Sleep. Too Much Energy For The System. Leave The Love! xmuah!x
Negative,2258374817,lins781,@ddlovato  why and how will you get your heart broke again? May I ask who or who were you going out with to get your heaetbroken again?  
Negative,2260094740,stephmadrigal,missing u chiquis  can't wait 2 see u and sure we'll have a blast  @mariianaguiirre
Negative,2196747245,coldfusion1970,watching under 21 football is not the samething as watching real football. but this and the confederation cup is all we have 
Negative,1823729791,kimchi007,"@quinniesin  I wanted to go watch it .. Damn, screw my schedule."
Positive,1971438844,herasings,"2am,home after cocktails and dancing. Sitting in front of fire with cat  can't wait to see what the hair will look like in the morning.."
Negative,1984549724,AmandaNeuman,"Work, tomorrow  so looking forward to the wedding on saturday though, tissues will be needed!"
Positive,1469900659,horror1o1,@RayDillon I heard that movie was good . I gotta watch it 
Negative,1881904422,lambda_foo,Xmonad doesn't want to install on NetBSD 5. The dependencies won't compile. 
Positive,1961266683,JoelRonson,@jw_smith Thank you! 
Negative,2258243227,chloemcfly,@jessiiemcfly OH NO!  i bet the jonas brothers are inside it x
Negative,2054885768,Tor66,Listenin 2 @tinchystryder new track &amp; tryin 2 find Gossip Girl finale ep online.....but my laptop keeps freezin grrrrrrrrr 
Negative,2051964246,chinkypanda,At workkkkkk .. 
Positive,1994629208,DowneyisDOWNEY,@cynbdemented @EmpressEmizzle sad song keep reminding me that there're strangers in the outside world waiting for me 
Negative,2214988562,soundboy6,FUUUUUCK! I missed a call for an interview with Jim at EB Games! I need to go down there 2mrw. I hope I didnt miss the boat entirely 
Positive,2004453791,Angiebaby16,things are looking up 
Negative,2257427758,BeccaSimonoko, don't make fun of a concerned friend!
Positive,1966302679,LisaMarie734,"Did i tell u that I see myself in the newest profile pic Donnie put up on here??? LOL, u can see my face just above his hat!  LOL "
Negative,2251103172,Darth_Disco,@marco_cali I work on a helpdesk. I'd normally be on at 3 today but got a concert later. No chance of a half day either 
Positive,1880037079,rgesthuizen,"@oxleyj Sadly, she is right. Here, the money we save with little Linux netbooks and Sun Terminals will go towards decent Apple Laptops "
Negative,1468263832,eve0887,@wtfanabel nite!! I still cant go to sleep. 
Negative,1676474209,ViiictorM1Zx,Ahhhhhh someone help me get picked up from here! No one's picking up the phone 
Positive,1955834721,FadedGal,I am off to bed im tired i need sleep! Night folks! 
Negative,2060839962,fillipy,"bury me with my guitar, and on the way to hell i'll play - what a bad words "
Positive,1883496282,MasumaMerrygold,Heyyyyyyy  hows my twitsterssss x
Positive,2055665162,patriceramirez,Gonna Make My Farm Town... 
Positive,1559708152,xTwiggy,@mussomitchel you and mason should duet like trace and miley did. 
Positive,1970503178,twalve,Looks like the ride's been put on hold tomorrow. Something trivial about a flooded river or something. It does mean I get to code though 
Positive,1563848728,lonelycoo,"@floppyarms last time I got he bus from Shep Bush to mine, about half 12, I didn't get in till 4. So no, I don't do busses "
Positive,2175682484,guydavies,received a lovely hand made card from my daughter for my saint's day.  All in beautiful French 
Positive,2176548543,lydz25,"freaky luck, I book orders for DPD before looking for them, but the one that was out of stock didn't actually get booked "
Positive,2180325163,andrewsundberg,@kdobleve - remaining 'socially networked' is kind of a pain right?  Thanks for the Casa de Wimberley invitation!
Negative,2055486109,patriciaco,@TomFelton Hey Tom. I'm really having a bad day right now and only a person as awesome you can make me feel better. Seriously. 
Positive,2050208080,tasha228,"driving to maryland, will be back on sunday "
Positive,2013657993,rozjones,@wissys why may you not get to wear it? you still have a head?!? 
Positive,1563955972,ilanbr,@dostein The youth these days 
Negative,1991310377,staceyelliott3,"Beyonce was so amazin last nite, wany go again i really hope she comes back soon :'( Best concert ive ever been at "
Positive,2069120663,kjj193,"@jillianwv Sure have, it's on the Ohio River, southern IL. Cozy little town, great food GJ's is the best, former hideout for Jesse James "
Positive,2193007385,Bisforbomb,"Wish me luck on my psychology, anthropology , and sociology exam "
Positive,1882912315,Paul_999,degree finished. summer will be spent doing unskilled labour!   . kill me. or someone give me a graduate job. plz
Negative,1991160458,Emily_Chris,@carol_ss sorry i couldn't talk 2 you last night 
Negative,2055452430,TaniaDjama,Is in the way to come to south of France; &quot;S̬te&quot; its gonna be boring. 
Positive,2186813326,Fluffy_Cupycake,break time.. gonna be off not too long now.. couple more hours 
Negative,2061742116,snflower99,@phinesiabell hey I am going on a cruise in Nov. I will be sad if they do theirs in Nov too 
Positive,1989710640,nattyness,"@jessicaduncan We should go out some time! Where do you like to go in the city? I will be moving soon too, either Newtown or North Syd "
Negative,1684923713,breeza81,Stretching my sore msucles and sniffing the Hungry Jacks smell coming through the back door... great way to spend a Sunday 
Positive,1678545447,amykayODT,@LoveODT have fun at the baby shower!!  those are so much fun!!  
Negative,2013586395,bellamorte87,why doesn't anyone believe me when I say the missing passengers from the Air France flight are on THE island... 
Positive,1687597065,morganturpin,spending time at home today  going to clean and do laundry!
Negative,2241470171,hehewaitwhat,i get sad when boob bots unfollow me.  i'm thinking if i say SEX BOOBS PORN they might come back. SEX BOOBS PORN
Negative,2186261404,TaylorHann,"Big shocker! Got my HTML assessment handed back to me... Not Achieved, so I have to resit it  Yah! New Kendra and Denise Rihards tonight!"
Negative,1996776885,n0tin,"going to sleep now. almost 1 am, forgot about school tomorrow "
Negative,1975975171,Fehleeshuh,Guh for some reason they carry a ton of asian food but no tofu  dammit
Positive,2050059972,RunawayJimPVD,@soozygreenberg Guess I should've checked the whole setlist first. 
Positive,1556336540,JemAnachronism,Ramen Noodle is the bees knees! 
Negative,2063606406,katemate09,At work  only one more shift after today! Woo!
Negative,2206865438,sam_acw,Been doing more packing and written 4 classes worth of reports. Sadly no time to update my blog 
Negative,1836189363,sc4twit,"Going to help a friend move his mattress and sign up for scholarship. Ugh, my lungs feel all itchy, and coughing makes my tummy hurt "
Negative,1957657158,OnikaCole,i dont have my iphone until maybe next week! 
Negative,2056096864,Novagirl1970,bummed today   gonna miss @311 in Eugene tomorrow  haven't missed them in 6 yrs  
Negative,1974648516,prateekgupta,@pranaydewan Well i was comparing it with Orkut not twitter 
Negative,2261873934,djcinnaminh,Just got back to SJ... No time to rest I have to DJ tonight  delayed flights suck!!
Negative,2059704510,nkotblee,@THE_WOCKEEZ Of course they will!! i wish i was there  So how did your show go and how is the energy tonight?
Positive,2047675155,xxKrissy,"So I'm gonna be gone from Friday [today] until Sunday.. So yes Jess, that means I'll be online on Monday. "
Negative,2016877637,ssophie15,I miss my friends     they are the best people ever
Positive,2068136280,Jdubsie,"summer is sooo great! Swimming, reading and riding around doing nothing! Coming in to cool off occasionally tho "
Positive,1965658108,BmoreFab,Happy Hour with my fav Harvard Law student and @dcfab 
Negative,2049007692,ihearttx3,i am kind of mad right now cause outside is like rainy and cloudy  what happened to the sun!?!?!
Negative,1986628817,itsDellyRAWR,a bird decided to take a shit on me today  it was not nice
Positive,2177197491,lizziepatrick,went horse riding today on my horse Barney  took him for a swim in the lake as the whether is so hot  he loved it bless him
Positive,1833920004,anggeh,@ddlovato hi demi... wats up??? hope ur doing FINE... btw iam anya from philippines..  i ? ur SONGS.. specially &quot;trainwreck&quot;.. 
Positive,2031691870,Rumaihi,"today was bad day, but I am thankful enough that a special person came to me! "
Negative,2260096500,shanniebabie,"@SongzYuuup i wish i was there   have u ever thought of coming to nassau, bahamas??"
Negative,2266900833,DianaZalani,Feeling refresh gonna hit the sack in a bit. But the weather is so HOT! Weekend's over too soon..yes? 
Negative,2236064979,chlon2005,@aaroncarter7   you have to be following me or I cant send you direct messages  #AC
Positive,1963733322,kimixcore,goin to the mall w/ nicky   get to meet her new bf &lt;33
Positive,2068893310,xx_juaniitaa,"I'm in the clinic, because my brother was born! "
Positive,2048200420,DreGarza,http://twitpic.com/6p4af - Gave him $3 n told him 2 enjoy his w/end  tol me he loved me
Positive,2052934114,Mimifloffa,at last! im free!! test is over D time for school holiday. vacation here i come 
Negative,1997271652,PrincessNuria,Tom is still sick  He's now vomiting some green stuff. I have to take him to the vet
Positive,2014421575,notyap,yay! Magic canal boat trip 
Positive,2050154166,JJaneBB,"Okay, I'm even annoying myself now  Must go walkies. Au revoir!"
Positive,1834184959,KallieT,@endlessblush Insurance will cost me $100 and repair/replace as needed with no increase in premiums 
Positive,1976896955,jpjsd,@michaelsheen http://twitpic.com/40zrz - Keep the beard.  It appears to bring strength and character to your face.  
Positive,2188926783,singersusie,http://twitpic.com/7iz9s - i'm gonna live here one day ha ha ha (was geography homework in year nine) 
Positive,2179852004,jro863,@monoyoung With REAL peaches!! 
Positive,1972210659,cgrymala,"@Samlett we've got that one here, too. We always used to guarantee 200% of your product back if you weren't satisfied with our service. "
Negative,2017715489,Jeslikeme,I am feeling no love today.  
Positive,2053705761,josama,"@JohnPiper a year ago from today my husband and I started dating, married 4 months now. Blessings to y'all on this special day! "
Positive,1971514820,veilsiderx7,Awesome group  http://bit.ly/s7D91 Repost this tweet for me Please!!!;
Negative,1824429498,annie_escape,tomorrow is it 
Negative,2252457444,TeLisaD,@FoxBrownFox  same here 
Positive,1679107511,brosk,Time to go out for some laserdome action! 
Negative,2010925595,bethneedsalife,"ugh. drivers ed in the morning (first test, eeeep!)  wish it was stinking cheer practice instead!"
Positive,1693024602,bwagy,"@justinflitter Ok thanks dude, that validates other info I have found really appreciate it "
Negative,2218340360,stef_ibles,@SexyKellyC it was crazy! sad too tho cuz it was farwell party 4 2 homies being deployed 2 iraq 2marrow  but we'll never 4get that party
Positive,1825975734,purplepleather,@ShanteRowland good  Im not so great but ill be fine eventually...looking forward 2 that LOL
Positive,2052980837,sharmaine123,@chimaella thats sooo cute  it did make me smile!  
Negative,1468830972,joeyfrsh2dth,off work yay Im so tired 
Positive,1999745940,derekbar90,Met someone nice today  going to bed peace  http://bit.ly/AeJK7
Positive,1968781431,meatballthepug,snoozing on my mum's lap after a busy day. lap naps rule. 
Negative,2204633530,Jackierules,just said goodbye to Trev  I suppose to be on plane next to him...life is just unfair sometimes
Positive,1969426812,raiderhost,waduch ternyata salah kasih link nich  http://www.twentea.com/ nuch baru yg bener... 21th
Negative,1685316078,sl_pal57,@akadominic I agree... I'm home on a saturday night doing hw... 
Positive,1880838771,rgoodchild,"@AliIkram I was a westlake girl, my dad was a westlake boy... so the westlakers! "
Negative,2060608293,CARZ_FROM_MARZ,hawks footy today. don't really wanna go 
Positive,1970647287,charliecheney,"@melaniejane I'm arriving in 7 days! Woohooo! Soooooo excited.  #SteelBridgeSongFest, http://sbsf5.com"
Negative,2175363862,GemmaCBurns,In chemistry  Xx
Positive,1825534779,katielovesfood,headed up to houston! had a wonderful evening with moly &amp; my boys 
Positive,2054263522,thetomness,@limebat I managed to track down all the radioshows on the net - they are a great cornerstone of radiocomedy. And new isihac on Mon 15th! 
Positive,1675757938,MARSonian,@gerardway Hey Gerard !!! everything fine here in this lovely friday 
Negative,1980075400,Nonhippyhippy,Wow its far too warm today 
Positive,2191386831,xkate_jonasx,@LuisaLovato hey! what's up? 
Negative,1825219930,Freed2Travel,I'm still on this bus ~waaaah~ and we are just in Charlotte 
Negative,1997648701,agileinsider,Just sorry I wasn't quick enough to get .../ai 
Negative,2179022752,abschoff,http://twitpic.com/7gvg9 - My baby niece! All I get to see of her is pics until I'm back in Minnesota on Thursday 
Negative,1967125453,jaimesmyth,@ashleyyosaurus Hosanna... My fave 
Negative,2003495752,MarkDennehy,is sad that the threads about Andrew McGuinness's parking exploits in Kilkenny were closed because his sock puppetry 
Negative,2287890545,ashlynnicoleee,Ryan says i cant goooo!!! 
Positive,1880572368,HopeRescue,"Off in a bit to meet Spuds new family at his foster home , 3 Newfs and a Newf x Boxer ...i will get photos "
Positive,2014350534,damana,@Bass_  LOL yes 
Negative,2251902505,orlaaaaa91,@LauraDunne no i didnt find it  like i wud say drs no way im gettin it bk! nd drs like 600 pics on it!:S nd ye ciaras ipod was 4 her b ...
Negative,2011627867,CPangler,"watered the lawn about and hour ago, it is now raining, discovered that watering the lawn flooded part of the basement "
Negative,2302622913,newgroundsFP,Ed McMahon Dead at 86- http://bit.ly/h5nMO &lt;----- Watch  R.I.P
Negative,1991505475,DrSanlare,Back a work after a wondeful week of enjoying nothing and my hubby. This month...infectious disease 
Positive,1880296018,Prince_Affy,Do u think being alone is good? I have no clue cuz i'm alone here..no feeling..LOL 
Negative,2007963283,Yekith,@_nathy where were you? Missed you for like 3 nights in a row already 
Positive,1982400338,nika92,@pauliniunia And my bad Kelly Clarkson of course not Clarcson 
Positive,1967924842,metroflyy,is heading to the Hilton Springfield. 
Negative,2072167860,LPandArchie,@JennyJin89 bob is not there for me     lol
Negative,2203282133,jaderogers31221,"Can't sleep, don't feel too well  ugh"
Positive,2001443332,emiliearch,"SO excited about this summer, is gonna start by working on my tan today "
Positive,2067317840,jessicareather,maybe he'll be as excited to see me. 
Positive,1883452637,JonScrivens,@alikababa I'm in my thousands 
Positive,2186058195,jumbez,@antonjb I'm gonna sign up. City to Surf is always good fun 
Positive,1979435581,liezel_popster,"just watched hannah montana,, "
Negative,1957314118,smiles4dayyz,@TerrenceJ106 yooo! Its rainin dumb hard out. 
Positive,1978652268,amywatters,Also - forgot to mention that we saw the trailer for TOY STORY 3! And I was probably disproportionately excited. Still am  #pixar #dis ...
Positive,1880410996,odditty,i basically had to roll out of that restaurant tonight.. soo full!!  but sleep comes now 
Positive,1992497173,sarahzaske,Made it to DC after nearly missing the bus. I ran so fast to make it I tripped &amp; ate pavement. Made some strangers on the street laugh 
Negative,1557205511,jonnygdog,my ear hurts. 
Positive,1967326991,Jerzy,@Gonzalexx Ten Office Depot points are in the mail! 
Negative,1692521075,aL187,missin my bff!!! 
Negative,1834526159,bootyboppinlili,hate that my jigga boo didnt send a gnite kiss  rawr.!
Negative,1834947555,stashnstitch,"either way, it's gotta get frogged. it's waaay too big. "
Positive,1558856060,juh1988,"@pr0mythius you liked twilight, can't believe it! thought you were gonna hate it. i can't wait to watch the new harry potter, though. "
Negative,2242128680,darrylmorris,Hurray! I can go home at last!! I'm only back here in 8 hours!  Time to brave manchesters early drunks.!
Negative,2196531538,ME143,I don't want to do anything today.. Talk about studying and a meeting  blah.
Negative,1687274416,ben_simpson,Feeling very lardy today.. But i've only had soup and a cup of tea since yesterday 
Positive,2001376487,iLivebymusic,its school time 
Positive,1986618073,spinsallnight,@electricfuneral you already gave it to me 
Positive,2191291516,nunjesus,@gfaraujo allow me to give you only one: start using Perl! 
Positive,2002951258,_PixxelJunkie_,English exam wasn't bad at all 
Positive,2062776835,justintrawick,"@ClassiqueMLE lol...yes, it's very good.  i had three today "
Positive,1694512287,mintUt17,net .. net .. net ..  hmm. bad weather .. weird summer!
Negative,2253052235,sn1P3rCr4zi,@Mirandasquish YAY z back but 2morrow i leave sad face 
Positive,2063770072,alisterrobbie,@domknight nice one.  although I am must admit I am trying to figure out why i am following you....  oh well.  
Negative,2053157849,nofearentertain,Up early. Wicked storm just whipped through. All's well but now it's almost time to get up 
Negative,2204662602,Kiy0k0,"Really, i just want to sleep "
Negative,2059679235,moee22,"dang! Hector left, just when it was all getting fun. "
Negative,1881471464,rachaelblogs,@Sion71 Says the man who texts me Jamie Roberts pics from rugby matches lol!! He is cute maybe a bit young for me though 
Positive,2189126651,annouss,@Nahrain thanks Nahrain 
Positive,2191665141,ThaCarmZ,early to work. early to leave. 
Positive,1965484000,iamalexabuckley,gerard really should have named his baby vagina lee way 
Positive,1695374092,DavidWaldock,"@jocope well, I was under the impression most people have the urge to buy new sofas  To be fair, we're not tiling, we have a man for that"
Positive,1996616086,mdbraber,@mathys toffe service de friend connect - ik mis de &quot;select all&quot; functie 
Negative,2196323791,lovesickass,@allshallfade Confession has Pine. But it's really boring 
Negative,1694510242,shygenie,what i like about the south: this week will be full of tornadoe warnings and rain.. yay    
Positive,1753955977,Rishi,"I love Fishes, not for food stupid, but for my aquariums. "
Positive,2185056306,nunz93,Friday is the last day of school !!!!! cant wait 
Negative,2283414776,PaulAtDell,@mitchmaxson Just saw your talk w/ another user that said you had a Dell A940. Unfortunately no official Dell Mac drivers there. Too old 
Positive,1792719381,Paulinoiscool,The Benefit Concert is going to be amazing!! I hope a lot of people attend it  http://twitgoo.com/37nl
Positive,1978756640,denharsh,@ravisagar Well I share it with one so.. I pay 300Rs/month for unlimited 384 KBPS 
Positive,2053944117,CLTdining,"@spaulds1 Me too. He loves a wide range-Elvis, Grateful Dead, Stones, U2, Lyle Lovett, Cash, Buffett, some classical, all the same as me "
Negative,2187226441,LETS__GET__THIS,FINALLY got that poem done! Now 2 go pack &amp; sleep. . . for like 3 hours! Wish I could tweet ya in NY but I don't think my phone will work 
Positive,1976350890,heatherdawn_11,@SamLuminate added 
Positive,1676031478,marshymiffy,@teamdangerrr DANG! I WOULD FORGET TO COME ON TWITTER EVERDAY  i should make twitter my home page  LOL!
Negative,2061027983,carineybean,"@harmonykay Lets hang outtt, girlie. i miss you "
Negative,2054441863,ameeface,"Thought I was visiting nan tonight, turns out I'm not. Give me something to do? I assume you're all busy~ Wish I could go see Terminator "
Positive,1972114620,confessing7girl,@taylor_blue u will get there!!! 
Positive,1680095229,SewShine,"Home from work...should I sew or workout?  Maybe I'll just clean house... Wow, a nap sounds really good about now. "
Negative,2208886328,chrisheuer,@joeywan we've actually had 2 odd experiences with the 1 in the Sunset where they forgot to place our order  love the food not the service
Negative,2227428254,Nereidea,"sad...waiting for the boy to call her, but he never will "
Negative,2327482011,_ashlE_,I'm going to KILL him.                My candy 
